Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
11/09/2022,01/01/2020,11/05/2022,PA,Butler County,2,42,19,42019,Distribution of COVID-19 deaths (%),6222,771,0.983,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Butler County,2,42,19,42019,Distribution of population (%),6222,771,0.942,0.013,0.001,0.015,0,0.017,0.012,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,PA,Cambria County,4,42,21,42021,Distribution of all-cause deaths (%),5640,748,0.959,0.034,,,,0.003,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Cambria County,4,42,21,42021,Distribution of COVID-19 deaths (%),5640,748,0.977,0.017,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Cambria County,4,42,21,42021,Distribution of population (%),5640,748,0.923,0.036,0.001,0.005,0.001,0.018,0.017,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,Carbon County,3,42,25,42025,Distribution of all-cause deaths (%),1978,216,0.97,0.007,,0.006,,0.013,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Carbon County,3,42,25,42025,Distribution of COVID-19 deaths (%),1978,216,0.968,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Carbon County,3,42,25,42025,Distribution of population (%),1978,216,0.905,0.019,0.002,0.006,0.001,0.057,0.01,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Centre County,4,42,27,42027,Distribution of all-cause deaths (%),3378,392,0.97,0.014,,0.007,,0.007,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Centre County,4,42,27,42027,Distribution of COVID-19 deaths (%),3378,392,0.967,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Centre County,4,42,27,42027,Distribution of population (%),3378,392,0.854,0.036,0.001,0.062,0.001,0.03,0.015,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,Chester County,2,42,29,42029,Distribution of all-cause deaths (%),12709,1395,0.889,0.07,,0.016,,0.022,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Chester County,2,42,29,42029,Distribution of COVID-19 deaths (%),12709,1395,0.854,0.09,,0.019,,0.032,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Chester County,2,42,29,42029,Distribution of population (%),12709,1395,0.784,0.056,0.001,0.065,0,0.076,0.018,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,PA,Clarion County,6,42,31,42031,Distribution of all-cause deaths (%),1198,144,0.987,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Clarion County,6,42,31,42031,Distribution of COVID-19 deaths (%),1198,144,0.993,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Clarion County,6,42,31,42031,Distribution of population (%),1198,144,0.958,0.012,0.001,0.007,0,0.011,0.011,Noncore,
11/09/2022,01/01/2020,11/05/2022,PA,Clearfield County,5,42,33,42033,Distribution of all-cause deaths (%),3223,451,0.985,0.005,,,,0.005,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Clearfield County,5,42,33,42033,Distribution of COVID-19 deaths (%),3223,451,0.978,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Clearfield County,5,42,33,42033,Distribution of population (%),3223,451,0.927,0.026,0.001,0.006,0,0.031,0.009,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Columbia County,4,42,37,42037,Distribution of all-cause deaths (%),1595,133,0.978,0.008,,,,0.007,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Columbia County,4,42,37,42037,Distribution of COVID-19 deaths (%),1595,133,0.97,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Columbia County,4,42,37,42037,Distribution of population (%),1595,133,0.927,0.017,0.001,0.011,0,0.033,0.01,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,Crawford County,5,42,39,42039,Distribution of all-cause deaths (%),2898,317,0.982,0.014,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Crawford County,5,42,39,42039,Distribution of COVID-19 deaths (%),2898,317,0.984,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Crawford County,5,42,39,42039,Distribution of population (%),2898,317,0.946,0.019,0.002,0.006,0,0.015,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Cumberland County,3,42,41,42041,Distribution of all-cause deaths (%),8557,1153,0.935,0.036,,0.012,,0.013,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Cumberland County,3,42,41,42041,Distribution of COVID-19 deaths (%),8557,1153,0.932,0.045,,0.01,,0.012,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Cumberland County,3,42,41,42041,Distribution of population (%),8557,1153,0.838,0.044,0.001,0.05,0,0.046,0.021,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Dauphin County,3,42,43,42043,Distribution of all-cause deaths (%),11123,1420,0.798,0.131,0.001,0.021,,0.044,0.004,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Dauphin County,3,42,43,42043,Distribution of COVID-19 deaths (%),11123,1420,0.782,0.138,,0.029,,0.047,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Dauphin County,3,42,43,42043,Distribution of population (%),11123,1420,0.636,0.172,0.002,0.058,0,0.104,0.029,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Delaware County,2,42,45,42045,Distribution of all-cause deaths (%),15403,1834,0.748,0.215,,0.018,,0.016,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Delaware County,2,42,45,42045,Distribution of COVID-19 deaths (%),15403,1834,0.658,0.291,,0.028,,0.022,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Delaware County,2,42,45,42045,Distribution of population (%),15403,1834,0.649,0.223,0.001,0.063,0,0.043,0.021,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,PA,Erie County,3,42,49,42049,Distribution of all-cause deaths (%),10885,1154,0.922,0.055,0.001,0.005,,0.014,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Erie County,3,42,49,42049,Distribution of COVID-19 deaths (%),10885,1154,0.919,0.046,,0.01,,0.019,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Erie County,3,42,49,42049,Distribution of population (%),10885,1154,0.836,0.073,0.002,0.02,0,0.046,0.023,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Fayette County,2,42,51,42051,Distribution of all-cause deaths (%),4744,595,0.952,0.04,,,,0.003,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Fayette County,2,42,51,42051,Distribution of COVID-19 deaths (%),4744,595,0.945,0.05,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Fayette County,2,42,51,42051,Distribution of population (%),4744,595,0.915,0.047,0.002,0.004,0.002,0.013,0.018,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,PA,Franklin County,4,42,55,42055,Distribution of all-cause deaths (%),5285,779,0.953,0.027,,0.004,,0.015,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Franklin County,4,42,55,42055,Distribution of COVID-19 deaths (%),5285,779,0.938,0.03,,,,0.027,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Franklin County,4,42,55,42055,Distribution of population (%),5285,779,0.87,0.035,0.002,0.01,0,0.064,0.018,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,Huntingdon County,5,42,61,42061,Distribution of all-cause deaths (%),1191,168,0.967,0.023,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Huntingdon County,5,42,61,42061,Distribution of COVID-19 deaths (%),1191,168,0.982,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Huntingdon County,5,42,61,42061,Distribution of population (%),1191,168,0.905,0.055,0.001,0.007,0,0.021,0.011,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Indiana County,5,42,63,42063,Distribution of all-cause deaths (%),2650,353,0.984,0.01,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Indiana County,5,42,63,42063,Distribution of COVID-19 deaths (%),2650,353,0.986,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Indiana County,5,42,63,42063,Distribution of population (%),2650,353,0.938,0.026,0.001,0.01,0,0.014,0.011,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Jefferson County,6,42,65,42065,Distribution of all-cause deaths (%),1500,191,0.993,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Jefferson County,6,42,65,42065,Distribution of COVID-19 deaths (%),1500,191,1,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Jefferson County,6,42,65,42065,Distribution of population (%),1500,191,0.97,0.005,0.002,0.003,0,0.01,0.01,Noncore,
11/09/2022,01/01/2020,11/05/2022,PA,Lackawanna County,3,42,69,42069,Distribution of all-cause deaths (%),9442,974,0.95,0.019,,0.007,,0.019,0.004,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lackawanna County,3,42,69,42069,Distribution of COVID-19 deaths (%),9442,974,0.95,0.015,,0.012,,0.017,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lackawanna County,3,42,69,42069,Distribution of population (%),9442,974,0.83,0.033,0.001,0.031,0,0.089,0.016,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Lancaster County,3,42,71,42071,Distribution of all-cause deaths (%),16565,1936,0.914,0.028,0.001,0.009,,0.044,0.004,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lancaster County,3,42,71,42071,Distribution of COVID-19 deaths (%),16565,1936,0.903,0.024,,0.014,,0.053,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lancaster County,3,42,71,42071,Distribution of population (%),16565,1936,0.809,0.036,0.001,0.025,0,0.112,0.016,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Lawrence County,5,42,73,42073,Distribution of all-cause deaths (%),3288,377,0.946,0.043,,,,0.005,0.003,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lawrence County,5,42,73,42073,Distribution of COVID-19 deaths (%),3288,377,0.931,0.056,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lawrence County,5,42,73,42073,Distribution of population (%),3288,377,0.913,0.042,0.001,0.004,0,0.017,0.022,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Lebanon County,4,42,75,42075,Distribution of all-cause deaths (%),4531,443,0.93,0.012,,0.004,,0.046,0.006,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lebanon County,4,42,75,42075,Distribution of COVID-19 deaths (%),4531,443,0.932,,,,,0.059,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lebanon County,4,42,75,42075,Distribution of population (%),4531,443,0.805,0.02,0.001,0.016,0,0.145,0.012,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,Lehigh County,3,42,77,42077,Distribution of all-cause deaths (%),16025,2235,0.861,0.038,,0.011,,0.086,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lehigh County,3,42,77,42077,Distribution of COVID-19 deaths (%),16025,2235,0.821,0.043,,0.014,,0.119,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lehigh County,3,42,77,42077,Distribution of population (%),16025,2235,0.615,0.059,0.001,0.037,0,0.271,0.017,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Luzerne County,3,42,79,42079,Distribution of all-cause deaths (%),12779,1519,0.943,0.024,,0.004,,0.027,0.001,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Luzerne County,3,42,79,42079,Distribution of COVID-19 deaths (%),12779,1519,0.929,0.024,,,,0.042,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Luzerne County,3,42,79,42079,Distribution of population (%),12779,1519,0.781,0.043,0.001,0.013,0,0.149,0.014,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Lycoming County,4,42,81,42081,Distribution of all-cause deaths (%),4635,668,0.957,0.033,,,,0.003,0.004,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lycoming County,4,42,81,42081,Distribution of COVID-19 deaths (%),4635,668,0.967,0.028,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Lycoming County,4,42,81,42081,Distribution of population (%),4635,668,0.9,0.046,0.002,0.007,0,0.022,0.022,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,McKean County,5,42,83,42083,Distribution of all-cause deaths (%),1270,127,0.986,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,McKean County,5,42,83,42083,Distribution of COVID-19 deaths (%),1270,127,0.969,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,McKean County,5,42,83,42083,Distribution of population (%),1270,127,0.932,0.023,0.003,0.006,0,0.023,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Mercer County,3,42,85,42085,Distribution of all-cause deaths (%),4363,466,0.942,0.049,,0.003,,0.003,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Mercer County,3,42,85,42085,Distribution of COVID-19 deaths (%),4363,466,0.94,0.054,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Mercer County,3,42,85,42085,Distribution of population (%),4363,466,0.899,0.057,0.002,0.007,0,0.016,0.018,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Mifflin County,5,42,87,42087,Distribution of all-cause deaths (%),1915,365,0.985,0.006,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Mifflin County,5,42,87,42087,Distribution of COVID-19 deaths (%),1915,365,0.997,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Mifflin County,5,42,87,42087,Distribution of population (%),1915,365,0.957,0.008,0.002,0.005,0,0.018,0.01,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Monroe County,4,42,89,42089,Distribution of all-cause deaths (%),4524,548,0.815,0.096,,0.011,,0.074,0.003,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Monroe County,4,42,89,42089,Distribution of COVID-19 deaths (%),4524,548,0.777,0.111,,0.018,,0.091,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Monroe County,4,42,89,42089,Distribution of population (%),4524,548,0.635,0.14,0.002,0.025,0.001,0.176,0.021,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,Montgomery County,2,42,91,42091,Distribution of all-cause deaths (%),27163,3245,0.794,0.155,0.001,0.028,,0.02,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Montgomery County,2,42,91,42091,Distribution of COVID-19 deaths (%),27163,3245,0.716,0.211,,0.036,,0.033,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Montgomery County,2,42,91,42091,Distribution of population (%),27163,3245,0.745,0.095,0.001,0.081,0,0.056,0.02,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,PA,Montour County,4,42,93,42093,Distribution of all-cause deaths (%),4145,829,0.959,0.019,,0.006,,0.013,0.003,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Montour County,4,42,93,42093,Distribution of COVID-19 deaths (%),4145,829,0.958,0.018,,,,0.018,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Montour County,4,42,93,42093,Distribution of population (%),4145,829,0.904,0.019,0.001,0.035,0,0.028,0.012,Small metro,
11/09/2022,01/01/2020,11/05/2022,PA,Northampton County,3,42,95,42095,Distribution of all-cause deaths (%),8278,853,0.903,0.038,,0.008,,0.048,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Northampton County,3,42,95,42095,Distribution of COVID-19 deaths (%),8278,853,0.903,0.03,,0.012,,0.052,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Northampton County,3,42,95,42095,Distribution of population (%),8278,853,0.747,0.058,0.001,0.03,0,0.146,0.018,Medium metro,
11/09/2022,01/01/2020,11/05/2022,PA,Northumberland County,5,42,97,42097,Distribution of all-cause deaths (%),2551,279,0.976,0.011,,,,0.009,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Northumberland County,5,42,97,42097,Distribution of COVID-19 deaths (%),2551,279,0.989,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Northumberland County,5,42,97,42097,Distribution of population (%),2551,279,0.915,0.026,0.001,0.004,0,0.042,0.011,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Philadelphia County,1,42,101,42101,Distribution of all-cause deaths (%),49559,5166,0.44,0.44,0.001,0.036,,0.079,0.005,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Philadelphia County,1,42,101,42101,Distribution of COVID-19 deaths (%),49559,5166,0.401,0.437,,0.053,,0.104,0.004,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Philadelphia County,1,42,101,42101,Distribution of population (%),49559,5166,0.341,0.402,0.002,0.077,0,0.156,0.021,Large central metro,
11/09/2022,01/01/2020,11/05/2022,PA,Schuylkill County,5,42,107,42107,Distribution of all-cause deaths (%),4902,533,0.967,0.013,,0.002,,0.016,0.002,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Schuylkill County,5,42,107,42107,Distribution of COVID-19 deaths (%),4902,533,0.961,0.019,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Schuylkill County,5,42,107,42107,Distribution of population (%),4902,533,0.895,0.03,0.002,0.005,0,0.058,0.011,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Somerset County,5,42,111,42111,Distribution of all-cause deaths (%),2896,391,0.973,0.021,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Somerset County,5,42,111,42111,Distribution of COVID-19 deaths (%),2896,391,0.987,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Somerset County,5,42,111,42111,Distribution of population (%),2896,391,0.942,0.029,0.001,0.005,0,0.016,0.007,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Tioga County,6,42,117,42117,Distribution of all-cause deaths (%),1202,162,0.99,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Tioga County,6,42,117,42117,Distribution of COVID-19 deaths (%),1202,162,0.994,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Tioga County,6,42,117,42117,Distribution of population (%),1202,162,0.96,0.007,0.002,0.006,0,0.013,0.011,Noncore,
11/09/2022,01/01/2020,11/05/2022,PA,Union County,5,42,119,42119,Distribution of all-cause deaths (%),1513,249,0.98,0.011,,,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Union County,5,42,119,42119,Distribution of COVID-19 deaths (%),1513,249,0.988,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Union County,5,42,119,42119,Distribution of population (%),1513,249,0.846,0.061,0.003,0.016,0,0.061,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Venango County,5,42,121,42121,Distribution of all-cause deaths (%),1837,213,0.979,0.011,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Venango County,5,42,121,42121,Distribution of COVID-19 deaths (%),1837,213,0.977,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Venango County,5,42,121,42121,Distribution of population (%),1837,213,0.957,0.012,0.002,0.005,0,0.011,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Warren County,5,42,123,42123,Distribution of all-cause deaths (%),1361,166,0.99,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Warren County,5,42,123,42123,Distribution of COVID-19 deaths (%),1361,166,1,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Warren County,5,42,123,42123,Distribution of population (%),1361,166,0.966,0.005,0.003,0.005,0,0.012,0.01,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,PA,Washington County,2,42,125,42125,Distribution of all-cause deaths (%),7645,677,0.939,0.046,,0.002,,0.004,0.008,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Washington County,2,42,125,42125,Distribution of COVID-19 deaths (%),7645,677,0.932,0.053,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Washington County,2,42,125,42125,Distribution of population (%),7645,677,0.917,0.032,0.001,0.011,0,0.019,0.019,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,PA,Wayne County,6,42,127,42127,Distribution of all-cause deaths (%),1722,185,0.965,0.014,,,,0.015,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Wayne County,6,42,127,42127,Distribution of COVID-19 deaths (%),1722,185,0.957,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
